Casting No. / Batch No.,Zn,Fe,Si,Cu,In,Mg,Sn,Ti,Cd,Ga,B,Na,Ni,Oth,V,Al(By Diff)
26A0243114,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243115,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243118,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26F0238320,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238321,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238343,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26A0245209,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26B0285201,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26C0259242,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26E0299438,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299440,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26F0236431,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26C0260113,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26C0260114,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26C0260115,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26F0236430,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26F0237313,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237314,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26E0297312,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297313,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0233303,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0232315,0.0017,0.078,0.083,0.0006,,0.0081,,0.0011,,0.0111,0.002,0.0023,0.0026,0.01,0.0088,99.794
26F0232316,0.0017,0.078,0.083,0.0006,,0.0081,,0.0011,,0.0111,0.002,0.0023,0.0026,0.01,0.0088,99.794
26F0232317,0.0017,0.078,0.083,0.0006,,0.0081,,0.0011,,0.0111,0.002,0.0023,0.0026,0.01,0.0088,99.794
26F0233301,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233419,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233420,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26E0297308,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297309,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0234308,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0233412,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233401,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233402,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233403,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26A0243101,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26E0297315,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26A0243116,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26E0297411,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297412,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297413,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0238308,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238309,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238310,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26B0284221,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26C0259244,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26E0299407,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26B0284123,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26B0284124,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26C0259240,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26B0285102,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0285104,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0285105,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26F0236403,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26F0236428,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26F0236429,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26A0243129,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243130,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243131,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26F0233308,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233309,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233310,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26E0297418,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297419,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0235301,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235302,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235304,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235305,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235306,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26C0259201,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26C0259227,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26C0259238,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26E0299401,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299402,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299416,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299417,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299418,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26F0235313,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235314,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235315,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235401,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235402,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235403,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235404,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235405,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235406,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235407,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235412,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235413,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235414,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235418,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235419,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26F0235420,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26E0297417,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297310,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0238317,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238318,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238319,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26C0259243,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26C0260206,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26C0260207,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26F0236432,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26F0236433,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26A0242111,0.0015,0.074,0.069,0.0004,,0.0009,,0.0009,,0.0109,0.0026,0.0047,0.0031,0.01,0.0101,99.814
26B0285106,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0285110,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0285111,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26F0237315,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26A0241122,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26A0242142,0.0015,0.074,0.069,0.0004,,0.0009,,0.0009,,0.0109,0.0026,0.0047,0.0031,0.01,0.0101,99.814
26D0262310,0.0022,0.131,0.082,0.0011,,0.0074,,0.0027,,0.0109,0.0019,0.0009,0.0024,0.01,0.0026,99.749
26E0296421,0.0015,0.074,0.067,0.0004,,0.0011,,0.0007,,0.011,0.0027,0.0033,0.0028,0.01,0.0093,99.818
26E0297311,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0233311,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233312,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233313,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26E0296318,0.0015,0.074,0.067,0.0004,,0.0011,,0.0007,,0.011,0.0027,0.0033,0.0028,0.01,0.0093,99.818
26E0296319,0.0015,0.074,0.067,0.0004,,0.0011,,0.0007,,0.011,0.0027,0.0033,0.0028,0.01,0.0093,99.818
26E0297401,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26A0243119,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26C0259226,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26C0259228,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26E0297414,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297415,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297416,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0233411,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26D0276307,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276308,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276309,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276418,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26E0320301,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26E0320302,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26B0284204,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26B0284222,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26B0284223,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26E0301410,0.0015,0.074,0.068,0.0006,,0.001,,0.0008,,0.0111,0.0026,0.004,0.003,0.01,0.0088,99.816
26E0301411,0.0015,0.074,0.068,0.0006,,0.001,,0.0008,,0.0111,0.0026,0.004,0.003,0.01,0.0088,99.816
26E0301412,0.0015,0.074,0.068,0.0006,,0.001,,0.0008,,0.0111,0.0026,0.004,0.003,0.01,0.0088,99.816
26E0299427,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26F0236425,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26F0236426,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26B0284218,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26B0284219,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26C0260110,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26C0260210,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26F0236440,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26F0236442,0.0017,0.074,0.066,0.0007,,0.0015,,0.0006,,0.0109,0.0026,0.0029,0.0023,0.01,0.0083,99.821
26E0297301,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0233314,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233315,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0234306,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234307,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234318,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234301,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234302,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234303,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26E0297316,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0320404,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26C0259239,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26E0299403,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0296313,0.0015,0.074,0.067,0.0004,,0.0011,,0.0007,,0.011,0.0027,0.0033,0.0028,0.01,0.0093,99.818
26E0296314,0.0015,0.074,0.067,0.0004,,0.0011,,0.0007,,0.011,0.0027,0.0033,0.0028,0.01,0.0093,99.818
26E0297314,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0316429,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26E0316430,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26E0316431,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26C0276217,0.0015,0.074,0.07,0.0006,,0.0021,,0.0007,,0.0111,0.0029,0.0047,0.0026,0.01,0.0084,99.814
26C0278219,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26C0278220,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26D0274406,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26E0319404,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319405,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26A0267202,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0268213,0.0015,0.075,0.067,0.001,,0.0085,,0.0012,,0.0111,0.0025,0.0039,0.0026,0.01,0.0081,99.81
26A0268214,0.0015,0.075,0.067,0.001,,0.0085,,0.0012,,0.0111,0.0025,0.0039,0.0026,0.01,0.0081,99.81
26B0303113,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26B0303114,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26B0303115,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26D0273422,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26D0273423,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26D0273424,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26C0281104,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26C0281105,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26C0281108,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26E0310443,0.0015,0.071,0.066,0.0004,,0.0008,,0.0006,,0.011,0.0027,0.0033,0.003,0.01,0.0076,99.825
26E0310444,0.0015,0.071,0.066,0.0004,,0.0008,,0.0006,,0.011,0.0027,0.0033,0.003,0.01,0.0076,99.825
26B0313104,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26E0320305,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26E0320306,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26F0237320,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237321,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237404,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26A0245212,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26B0284214,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26B0284215,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26A0243126,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243127,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243128,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26F0233404,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233405,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0233406,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0234317,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
